nodeid,tipo,valor
88,PerspectivaGenero,0
89,PerspectivaGenero,1
90,PerspectivaGenero,7
91,PerspectivaGenero,7
92,PerspectivaGenero,7
93,PerspectivaGenero,6
94,PerspectivaGenero,6
95,PerspectivaGenero,5
96,PerspectivaGenero,5
97,PerspectivaGenero,5
98,PerspectivaGenero,6
99,PerspectivaGenero,6
100,PerspectivaGenero,7
101,PerspectivaGenero,9
102,PerspectivaGenero,9
103,PerspectivaGenero,9
104,PerspectivaGenero,4
105,PerspectivaGenero,1
106,PerspectivaGenero,1
107,PerspectivaGenero,1
108,PerspectivaGenero,1
109,PerspectivaGenero,8
110,PerspectivaGenero,8
111,PerspectivaGenero,7
112,PerspectivaGenero,7
113,PerspectivaGenero,10
114,PerspectivaGenero,10
115,PerspectivaGenero,2
116,PerspectivaGenero,5
117,PerspectivaGenero,5
118,PerspectivaGenero,7
119,PerspectivaGenero,7
120,PerspectivaGenero,7
121,PerspectivaGenero,7
122,PerspectivaGenero,5
123,PerspectivaGenero,5
124,PerspectivaGenero,7
125,PerspectivaGenero,7
126,PerspectivaGenero,7
127,PerspectivaGenero,5
128,PerspectivaGenero,2
129,PerspectivaGenero,3
130,PerspectivaGenero,3
131,PerspectivaGenero,3
132,PerspectivaGenero,3
133,PerspectivaGenero,3
134,PerspectivaGenero,6
135,PerspectivaGenero,10
136,PerspectivaGenero,10
137,PerspectivaGenero,10
138,PerspectivaGenero,2
139,PerspectivaGenero,2
140,PerspectivaGenero,2
141,PerspectivaGenero,7
142,PerspectivaGenero,7
143,PerspectivaGenero,7
144,PerspectivaGenero,7
145,PerspectivaGenero,6
146,PerspectivaGenero,5
147,PerspectivaGenero,0
148,PerspectivaGenero,4
149,PerspectivaGenero,4
150,PerspectivaGenero,4
151,PerspectivaGenero,7
152,PerspectivaGenero,7
153,PerspectivaGenero,6
154,PerspectivaGenero,7
155,PerspectivaGenero,7
156,PerspectivaGenero,7
157,PerspectivaGenero,7
158,PerspectivaGenero,7
159,PerspectivaGenero,7
160,PerspectivaGenero,7
161,PerspectivaGenero,7
162,PerspectivaGenero,7
163,PerspectivaGenero,7
164,PerspectivaGenero,1
165,PerspectivaGenero,7
166,PerspectivaGenero,7
167,PerspectivaGenero,7
168,PerspectivaGenero,7
169,PerspectivaGenero,5
170,PerspectivaGenero,5
171,PerspectivaGenero,2
172,PerspectivaGenero,2
173,PerspectivaGenero,9
174,PerspectivaGenero,9
175,PerspectivaGenero,9
176,PerspectivaGenero,9
177,PerspectivaGenero,0
178,PerspectivaGenero,8
179,PerspectivaGenero,0
180,PerspectivaGenero,1
181,PerspectivaGenero,1
182,PerspectivaGenero,1
183,PerspectivaGenero,1
184,PerspectivaGenero,1
185,PerspectivaGenero,8
186,PerspectivaGenero,6
187,PerspectivaGenero,0
188,PerspectivaGenero,1
189,PerspectivaGenero,1
190,PerspectivaGenero,1
191,PerspectivaGenero,0
192,PerspectivaGenero,2
193,PerspectivaGenero,2
194,PerspectivaGenero,1
195,PerspectivaGenero,6
196,PerspectivaGenero,7
197,PerspectivaGenero,7
198,PerspectivaGenero,7
199,PerspectivaGenero,9
200,PerspectivaGenero,9
201,PerspectivaGenero,5
202,PerspectivaGenero,5
203,PerspectivaGenero,5
204,PerspectivaGenero,5
205,PerspectivaGenero,5
206,PerspectivaGenero,5
207,PerspectivaGenero,5
208,PerspectivaGenero,0
209,PerspectivaGenero,1
210,PerspectivaGenero,1
211,PerspectivaGenero,1
212,PerspectivaGenero,1
213,PerspectivaGenero,1
214,PerspectivaGenero,9
215,PerspectivaGenero,9
216,PerspectivaGenero,1
217,PerspectivaGenero,1
218,PerspectivaGenero,1
219,PerspectivaGenero,1
220,PerspectivaGenero,1
221,PerspectivaGenero,7
222,PerspectivaGenero,10
223,PerspectivaGenero,10
224,PerspectivaGenero,10
225,PerspectivaGenero,5
226,PerspectivaGenero,5
227,PerspectivaGenero,5
228,PerspectivaGenero,5
229,PerspectivaGenero,6
230,PerspectivaGenero,6
231,PerspectivaGenero,6
232,PerspectivaGenero,6
233,PerspectivaGenero,6
234,PerspectivaGenero,6
235,PerspectivaGenero,9
236,PerspectivaGenero,9
237,PerspectivaGenero,8
238,PerspectivaGenero,8
239,PerspectivaGenero,2
240,PerspectivaGenero,5
241,PerspectivaGenero,5
242,PerspectivaGenero,5
243,PerspectivaGenero,4
244,PerspectivaGenero,4
245,PerspectivaGenero,4
246,PerspectivaGenero,6
247,PerspectivaGenero,6
248,PerspectivaGenero,6
249,PerspectivaGenero,10
250,PerspectivaGenero,2
251,PerspectivaGenero,6
252,PerspectivaGenero,6
253,PerspectivaGenero,6
254,PerspectivaGenero,0
255,PerspectivaGenero,1
256,PerspectivaGenero,1
257,PerspectivaGenero,1
258,PerspectivaGenero,1
259,PerspectivaGenero,1
260,PerspectivaGenero,6
261,PerspectivaGenero,6
262,PerspectivaGenero,7
263,PerspectivaGenero,7
264,PerspectivaGenero,7
265,PerspectivaGenero,1
266,PerspectivaGenero,9
267,PerspectivaGenero,5
268,PerspectivaGenero,5
269,PerspectivaGenero,8
270,PerspectivaGenero,8
271,PerspectivaGenero,7
272,PerspectivaGenero,5
273,PerspectivaGenero,5
274,PerspectivaGenero,6
275,PerspectivaGenero,6
276,PerspectivaGenero,7
277,PerspectivaGenero,0
278,PerspectivaGenero,0
279,PerspectivaGenero,7
280,PerspectivaGenero,7
281,PerspectivaGenero,7
282,PerspectivaGenero,7
283,PerspectivaGenero,3
284,PerspectivaGenero,3
285,PerspectivaGenero,3
286,PerspectivaGenero,10
287,PerspectivaGenero,10
288,PerspectivaGenero,10
289,PerspectivaGenero,2
290,PerspectivaGenero,4
291,PerspectivaGenero,4
292,PerspectivaGenero,2
293,PerspectivaGenero,2
294,PerspectivaGenero,2
295,PerspectivaGenero,2
296,PerspectivaGenero,2
297,PerspectivaGenero,4
298,PerspectivaGenero,4
299,PerspectivaGenero,4
300,PerspectivaGenero,1
301,PerspectivaGenero,1
302,PerspectivaGenero,1
303,PerspectivaGenero,4
304,PerspectivaGenero,1
305,PerspectivaGenero,1
306,PerspectivaGenero,1
307,PerspectivaGenero,1
308,PerspectivaGenero,5
309,PerspectivaGenero,5
310,PerspectivaGenero,10
311,PerspectivaGenero,10
312,PerspectivaGenero,10
313,PerspectivaGenero,3
314,PerspectivaGenero,3
315,PerspectivaGenero,10
316,PerspectivaGenero,10
317,PerspectivaGenero,8
318,PerspectivaGenero,0
319,PerspectivaGenero,5
320,PerspectivaGenero,5
321,PerspectivaGenero,9
322,PerspectivaGenero,9
323,PerspectivaGenero,9
324,PerspectivaGenero,9
325,PerspectivaGenero,6
326,PerspectivaGenero,8
327,PerspectivaGenero,8
328,PerspectivaGenero,6
329,PerspectivaGenero,7
330,PerspectivaGenero,7
331,PerspectivaGenero,7
332,PerspectivaGenero,7
333,PerspectivaGenero,7
334,PerspectivaGenero,7
335,PerspectivaGenero,7
336,PerspectivaGenero,0
337,PerspectivaGenero,2
338,PerspectivaGenero,7
339,PerspectivaGenero,7
340,PerspectivaGenero,7
341,PerspectivaGenero,7
342,PerspectivaGenero,7
343,PerspectivaGenero,6
344,PerspectivaGenero,6
345,PerspectivaGenero,6
346,PerspectivaGenero,6
347,PerspectivaGenero,6
348,PerspectivaGenero,7
349,PerspectivaGenero,7
350,PerspectivaGenero,7
351,PerspectivaGenero,7
352,PerspectivaGenero,5
353,PerspectivaGenero,5
354,PerspectivaGenero,5
355,PerspectivaGenero,2
356,PerspectivaGenero,5
357,PerspectivaGenero,5
358,PerspectivaGenero,5
359,PerspectivaGenero,5
360,PerspectivaGenero,5
361,PerspectivaGenero,9
362,PerspectivaGenero,9
363,PerspectivaGenero,9
364,PerspectivaGenero,6
365,PerspectivaGenero,4
366,PerspectivaGenero,4
367,PerspectivaGenero,0
368,PerspectivaGenero,9
369,PerspectivaGenero,9
370,PerspectivaGenero,9
371,PerspectivaGenero,8
372,PerspectivaGenero,8
373,PerspectivaGenero,7
374,PerspectivaGenero,7
375,PerspectivaGenero,7
376,PerspectivaGenero,7
377,PerspectivaGenero,4
378,PerspectivaGenero,5
379,PerspectivaGenero,5
380,PerspectivaGenero,10
381,PerspectivaGenero,9
382,PerspectivaGenero,9
383,PerspectivaGenero,2
384,PerspectivaGenero,2
385,PerspectivaGenero,8
386,PerspectivaGenero,2
387,PerspectivaGenero,0
388,PerspectivaGenero,7
389,PerspectivaGenero,0
390,PerspectivaGenero,6
391,PerspectivaGenero,6
392,PerspectivaGenero,6
393,PerspectivaGenero,6
394,PerspectivaGenero,6
395,PerspectivaGenero,5
396,PerspectivaGenero,5
397,PerspectivaGenero,5
398,PerspectivaGenero,5
399,PerspectivaGenero,5
400,PerspectivaGenero,0
401,PerspectivaGenero,10
402,PerspectivaGenero,10
403,PerspectivaGenero,9
404,PerspectivaGenero,9
405,PerspectivaGenero,9
406,PerspectivaGenero,5
407,PerspectivaGenero,9
408,PerspectivaGenero,7
409,PerspectivaGenero,5
410,PerspectivaGenero,5
411,PerspectivaGenero,5
412,PerspectivaGenero,5
413,PerspectivaGenero,5
414,PerspectivaGenero,5
415,PerspectivaGenero,5
416,PerspectivaGenero,5
417,PerspectivaGenero,10
418,PerspectivaGenero,1
419,PerspectivaGenero,1
420,PerspectivaGenero,3
421,PerspectivaGenero,3
422,PerspectivaGenero,3
423,PerspectivaGenero,3
424,PerspectivaGenero,6
425,PerspectivaGenero,6
426,PerspectivaGenero,7
427,PerspectivaGenero,7
428,PerspectivaGenero,7
429,PerspectivaGenero,7
430,PerspectivaGenero,5
431,PerspectivaGenero,5
432,PerspectivaGenero,1
433,PerspectivaGenero,1
434,PerspectivaGenero,1
435,PerspectivaGenero,1
436,PerspectivaGenero,1
437,PerspectivaGenero,1
438,PerspectivaGenero,5
439,PerspectivaGenero,5
440,PerspectivaGenero,10
441,PerspectivaGenero,10
442,PerspectivaGenero,7
443,PerspectivaGenero,6
444,PerspectivaGenero,6
445,PerspectivaGenero,6
446,PerspectivaGenero,6
447,PerspectivaGenero,6
448,PerspectivaGenero,7
449,PerspectivaGenero,7
450,PerspectivaGenero,7
451,PerspectivaGenero,6
452,PerspectivaGenero,6
453,PerspectivaGenero,7
454,PerspectivaGenero,7
455,PerspectivaGenero,8
456,PerspectivaGenero,8
457,PerspectivaGenero,8
458,PerspectivaGenero,1
459,PerspectivaGenero,4
460,PerspectivaGenero,7
461,PerspectivaGenero,7
462,PerspectivaGenero,7
463,PerspectivaGenero,7
464,PerspectivaGenero,7
465,PerspectivaGenero,7
466,PerspectivaGenero,7
467,PerspectivaGenero,5
468,PerspectivaGenero,3
469,PerspectivaGenero,3
470,PerspectivaGenero,3
471,PerspectivaGenero,1
472,PerspectivaGenero,1
473,PerspectivaGenero,0
474,PerspectivaGenero,6
475,PerspectivaGenero,6
476,PerspectivaGenero,6
477,PerspectivaGenero,2
478,PerspectivaGenero,2
479,PerspectivaGenero,2
480,PerspectivaGenero,7
481,PerspectivaGenero,6
482,PerspectivaGenero,6
483,PerspectivaGenero,6
484,PerspectivaGenero,9
485,PerspectivaGenero,9
486,PerspectivaGenero,9
487,PerspectivaGenero,9
488,PerspectivaGenero,8
489,PerspectivaGenero,8
490,PerspectivaGenero,8
491,PerspectivaGenero,8
492,PerspectivaGenero,0
493,PerspectivaGenero,1
494,PerspectivaGenero,1
495,PerspectivaGenero,4
496,PerspectivaGenero,8
497,PerspectivaGenero,8
498,PerspectivaGenero,8
499,PerspectivaGenero,8
500,PerspectivaGenero,8
501,PerspectivaGenero,0
502,PerspectivaGenero,6
503,PerspectivaGenero,6
504,PerspectivaGenero,6
505,PerspectivaGenero,1
506,PerspectivaGenero,1
507,PerspectivaGenero,6
508,PerspectivaGenero,5
509,PerspectivaGenero,5
510,PerspectivaGenero,5
511,PerspectivaGenero,5
512,PerspectivaGenero,5
513,PerspectivaGenero,5
514,PerspectivaGenero,9
515,PerspectivaGenero,9
516,PerspectivaGenero,6
517,PerspectivaGenero,6
518,PerspectivaGenero,6
519,PerspectivaGenero,2
520,PerspectivaGenero,2
521,PerspectivaGenero,8
522,PerspectivaGenero,8
523,PerspectivaGenero,2
524,PerspectivaGenero,2
525,PerspectivaGenero,2
526,PerspectivaGenero,2
527,PerspectivaGenero,2
528,PerspectivaGenero,2
529,PerspectivaGenero,2
530,PerspectivaGenero,3
531,PerspectivaGenero,3
532,PerspectivaGenero,3
533,PerspectivaGenero,3
534,PerspectivaGenero,4
535,PerspectivaGenero,7
536,PerspectivaGenero,6
537,PerspectivaGenero,0
538,PerspectivaGenero,10
539,PerspectivaGenero,10
540,PerspectivaGenero,5
541,PerspectivaGenero,5
542,PerspectivaGenero,7
543,PerspectivaGenero,3
544,PerspectivaGenero,3
545,PerspectivaGenero,6
546,PerspectivaGenero,6
547,PerspectivaGenero,10
548,PerspectivaGenero,10
549,PerspectivaGenero,6
550,PerspectivaGenero,6
551,PerspectivaGenero,6
552,PerspectivaGenero,5
553,PerspectivaGenero,5
554,PerspectivaGenero,5
555,PerspectivaGenero,5
556,PerspectivaGenero,8
557,PerspectivaGenero,3
558,PerspectivaGenero,3
559,PerspectivaGenero,3
560,PerspectivaGenero,6
561,PerspectivaGenero,6
562,PerspectivaGenero,7
563,PerspectivaGenero,7
564,PerspectivaGenero,7
565,PerspectivaGenero,7
566,PerspectivaGenero,1
567,PerspectivaGenero,1
568,PerspectivaGenero,1
569,PerspectivaGenero,8
570,PerspectivaGenero,4
571,PerspectivaGenero,4
572,PerspectivaGenero,2
573,PerspectivaGenero,2
574,PerspectivaGenero,2
575,PerspectivaGenero,2
576,PerspectivaGenero,1
577,PerspectivaGenero,5
578,PerspectivaGenero,5
579,PerspectivaGenero,7
580,PerspectivaGenero,7
581,PerspectivaGenero,8
582,PerspectivaGenero,8
583,PerspectivaGenero,8
584,PerspectivaGenero,8
585,PerspectivaGenero,8
586,PerspectivaGenero,10
587,PerspectivaGenero,7
588,PerspectivaGenero,7
589,PerspectivaGenero,7
590,PerspectivaGenero,0
591,PerspectivaGenero,6
592,PerspectivaGenero,6
593,PerspectivaGenero,6
594,PerspectivaGenero,0
595,PerspectivaGenero,10
596,PerspectivaGenero,10
597,PerspectivaGenero,6
598,PerspectivaGenero,10
599,PerspectivaGenero,10
600,PerspectivaGenero,0
601,PerspectivaGenero,3
602,PerspectivaGenero,8
603,PerspectivaGenero,3
604,PerspectivaGenero,7
605,PerspectivaGenero,7
606,PerspectivaGenero,7
607,PerspectivaGenero,7
608,PerspectivaGenero,8
609,PerspectivaGenero,8
610,PerspectivaGenero,6
611,PerspectivaGenero,6
612,PerspectivaGenero,6
613,PerspectivaGenero,6
614,PerspectivaGenero,7
615,PerspectivaGenero,7
616,PerspectivaGenero,6
617,PerspectivaGenero,7
618,PerspectivaGenero,7
619,PerspectivaGenero,1
620,PerspectivaGenero,1
621,PerspectivaGenero,1
622,PerspectivaGenero,9
623,PerspectivaGenero,9
624,PerspectivaGenero,7
625,PerspectivaGenero,10
626,PerspectivaGenero,10
627,PerspectivaGenero,10
628,PerspectivaGenero,7
629,PerspectivaGenero,7
630,PerspectivaGenero,7
631,PerspectivaGenero,5
632,PerspectivaGenero,3
633,PerspectivaGenero,3
634,PerspectivaGenero,3
635,PerspectivaGenero,3
636,PerspectivaGenero,8
637,PerspectivaGenero,8
638,PerspectivaGenero,3
639,PerspectivaGenero,8
640,PerspectivaGenero,8
641,PerspectivaGenero,8
642,PerspectivaGenero,8
643,PerspectivaGenero,8
644,PerspectivaGenero,3
645,PerspectivaGenero,3
646,PerspectivaGenero,1
647,PerspectivaGenero,1
648,PerspectivaGenero,1
649,PerspectivaGenero,10
650,PerspectivaGenero,0
651,PerspectivaGenero,5
652,PerspectivaGenero,5
653,PerspectivaGenero,5
654,PerspectivaGenero,2
655,PerspectivaGenero,2
656,PerspectivaGenero,2
657,PerspectivaGenero,5
658,PerspectivaGenero,5
659,PerspectivaGenero,5
660,PerspectivaGenero,5
661,PerspectivaGenero,8
662,PerspectivaGenero,8
663,PerspectivaGenero,7
664,PerspectivaGenero,7
665,PerspectivaGenero,7
666,PerspectivaGenero,7
667,PerspectivaGenero,8
668,PerspectivaGenero,8
669,PerspectivaGenero,8
670,PerspectivaGenero,6
671,PerspectivaGenero,6
672,PerspectivaGenero,6
673,PerspectivaGenero,6
674,PerspectivaGenero,6
675,PerspectivaGenero,0
676,PerspectivaGenero,4
677,PerspectivaGenero,4
678,PerspectivaGenero,9
679,PerspectivaGenero,5
680,PerspectivaGenero,5
681,PerspectivaGenero,6
682,PerspectivaGenero,6
683,PerspectivaGenero,6
684,PerspectivaGenero,6
685,PerspectivaGenero,0
686,PerspectivaGenero,7
687,PerspectivaGenero,5
688,PerspectivaGenero,10
689,PerspectivaGenero,10
690,PerspectivaGenero,10
691,PerspectivaGenero,10
692,PerspectivaGenero,6
693,PerspectivaGenero,10
694,PerspectivaGenero,10
695,PerspectivaGenero,10
696,PerspectivaGenero,8
697,PerspectivaGenero,8
698,PerspectivaGenero,8
699,PerspectivaGenero,3
700,PerspectivaGenero,5
701,PerspectivaGenero,5
702,PerspectivaGenero,1
703,PerspectivaGenero,5
704,PerspectivaGenero,1
705,PerspectivaGenero,1
706,PerspectivaGenero,1
707,PerspectivaGenero,1
708,PerspectivaGenero,0
709,PerspectivaGenero,2
710,PerspectivaGenero,2
711,PerspectivaGenero,2
712,PerspectivaGenero,2
713,PerspectivaGenero,5
714,PerspectivaGenero,10
715,PerspectivaGenero,5
716,PerspectivaGenero,5
717,PerspectivaGenero,5
718,PerspectivaGenero,5
719,PerspectivaGenero,1
720,PerspectivaGenero,1
721,PerspectivaGenero,1
722,PerspectivaGenero,1
723,PerspectivaGenero,5
724,PerspectivaGenero,5
725,PerspectivaGenero,5
726,PerspectivaGenero,5
727,PerspectivaGenero,5
728,PerspectivaGenero,5
729,PerspectivaGenero,5
730,PerspectivaGenero,8
731,PerspectivaGenero,4
732,PerspectivaGenero,4
733,PerspectivaGenero,4
734,PerspectivaGenero,4
735,PerspectivaGenero,7
736,PerspectivaGenero,7
737,PerspectivaGenero,5
738,PerspectivaGenero,5
739,PerspectivaGenero,0
740,PerspectivaGenero,10
741,PerspectivaGenero,10
742,PerspectivaGenero,6
743,PerspectivaGenero,6
744,PerspectivaGenero,0
745,PerspectivaGenero,8
746,PerspectivaGenero,8
747,PerspectivaGenero,8
748,PerspectivaGenero,7
749,PerspectivaGenero,7
750,PerspectivaGenero,0
751,PerspectivaGenero,7
752,PerspectivaGenero,7
753,PerspectivaGenero,7
754,PerspectivaGenero,7
755,PerspectivaGenero,5
756,PerspectivaGenero,5
757,PerspectivaGenero,6
758,PerspectivaGenero,9
759,PerspectivaGenero,9
760,PerspectivaGenero,9
761,PerspectivaGenero,9
762,PerspectivaGenero,9
763,PerspectivaGenero,1
764,PerspectivaGenero,0
765,PerspectivaGenero,4
766,PerspectivaGenero,4
767,PerspectivaGenero,4
768,PerspectivaGenero,6
769,PerspectivaGenero,6
770,PerspectivaGenero,2
771,PerspectivaGenero,1
772,PerspectivaGenero,0
773,PerspectivaGenero,5
774,PerspectivaGenero,5
775,PerspectivaGenero,5
776,PerspectivaGenero,5
777,PerspectivaGenero,0
778,PerspectivaGenero,0
779,PerspectivaGenero,6
780,PerspectivaGenero,4
781,PerspectivaGenero,5
782,PerspectivaGenero,5
783,PerspectivaGenero,5
784,PerspectivaGenero,6
785,PerspectivaGenero,5
786,PerspectivaGenero,5
787,PerspectivaGenero,5
788,PerspectivaGenero,5
789,PerspectivaGenero,5
790,PerspectivaGenero,10
791,PerspectivaGenero,10
792,PerspectivaGenero,7
793,PerspectivaGenero,9
794,PerspectivaGenero,7
795,PerspectivaGenero,7
796,PerspectivaGenero,7
797,PerspectivaGenero,10
798,PerspectivaGenero,7
799,PerspectivaGenero,7
800,PerspectivaGenero,7
801,PerspectivaGenero,0
802,PerspectivaGenero,10
803,PerspectivaGenero,2
804,PerspectivaGenero,2
805,PerspectivaGenero,7
806,PerspectivaGenero,7
807,PerspectivaGenero,6
808,PerspectivaGenero,6
809,PerspectivaGenero,6
810,PerspectivaGenero,3
811,PerspectivaGenero,3
812,PerspectivaGenero,0
813,PerspectivaGenero,9
814,PerspectivaGenero,9
815,PerspectivaGenero,9
816,PerspectivaGenero,9
817,PerspectivaGenero,9
818,PerspectivaGenero,9
819,PerspectivaGenero,7
820,PerspectivaGenero,7
821,PerspectivaGenero,7
822,PerspectivaGenero,7
823,PerspectivaGenero,9
824,PerspectivaGenero,9
825,PerspectivaGenero,2
826,PerspectivaGenero,2
827,PerspectivaGenero,2
828,PerspectivaGenero,2
829,PerspectivaGenero,2
830,PerspectivaGenero,1
831,PerspectivaGenero,1
832,PerspectivaGenero,1
833,PerspectivaGenero,9
834,PerspectivaGenero,7
835,PerspectivaGenero,7
836,PerspectivaGenero,0
837,PerspectivaGenero,10
838,PerspectivaGenero,10
839,PerspectivaGenero,10
840,PerspectivaGenero,10
841,PerspectivaGenero,1
842,PerspectivaGenero,7
843,PerspectivaGenero,7
844,PerspectivaGenero,7
845,PerspectivaGenero,7
846,PerspectivaGenero,7
847,PerspectivaGenero,7
848,PerspectivaGenero,7
849,PerspectivaGenero,7
850,PerspectivaGenero,4
851,PerspectivaGenero,4
852,PerspectivaGenero,4
853,PerspectivaGenero,7
854,PerspectivaGenero,1
855,PerspectivaGenero,5
856,PerspectivaGenero,5
857,PerspectivaGenero,6
858,PerspectivaGenero,6
859,PerspectivaGenero,10
860,PerspectivaGenero,10
861,PerspectivaGenero,2
862,PerspectivaGenero,5
863,PerspectivaGenero,2
864,PerspectivaGenero,6
865,PerspectivaGenero,6
866,PerspectivaGenero,0
867,PerspectivaGenero,6
868,PerspectivaGenero,6
869,PerspectivaGenero,6
870,PerspectivaGenero,7
871,PerspectivaGenero,7
872,PerspectivaGenero,7
873,PerspectivaGenero,3
874,PerspectivaGenero,3
875,PerspectivaGenero,3
876,PerspectivaGenero,7
877,PerspectivaGenero,7
878,PerspectivaGenero,4
879,PerspectivaGenero,4
880,PerspectivaGenero,4
881,PerspectivaGenero,4
882,PerspectivaGenero,6
883,PerspectivaGenero,10
884,PerspectivaGenero,10
885,PerspectivaGenero,5
886,PerspectivaGenero,6
887,PerspectivaGenero,6
888,PerspectivaGenero,8
889,PerspectivaGenero,4
890,PerspectivaGenero,5
891,PerspectivaGenero,5
892,PerspectivaGenero,5
893,PerspectivaGenero,5
894,PerspectivaGenero,5
895,PerspectivaGenero,0
896,PerspectivaGenero,1
897,PerspectivaGenero,1
898,PerspectivaGenero,1
899,PerspectivaGenero,1
900,PerspectivaGenero,9
901,PerspectivaGenero,9
902,PerspectivaGenero,9
903,PerspectivaGenero,10
904,PerspectivaGenero,6
905,PerspectivaGenero,6
906,PerspectivaGenero,6
907,PerspectivaGenero,7
908,PerspectivaGenero,7
909,PerspectivaGenero,7
910,PerspectivaGenero,7
911,PerspectivaGenero,3
912,PerspectivaGenero,3
913,PerspectivaGenero,6
914,PerspectivaGenero,6
915,PerspectivaGenero,4
916,PerspectivaGenero,4
917,PerspectivaGenero,5
918,PerspectivaGenero,5
919,PerspectivaGenero,5
920,PerspectivaGenero,5
921,PerspectivaGenero,1
922,PerspectivaGenero,1
923,PerspectivaGenero,1
924,PerspectivaGenero,6
925,PerspectivaGenero,6
926,PerspectivaGenero,4
927,PerspectivaGenero,4
928,PerspectivaGenero,4
929,PerspectivaGenero,10
930,PerspectivaGenero,10
931,PerspectivaGenero,10
932,PerspectivaGenero,8
933,PerspectivaGenero,3
934,PerspectivaGenero,1
935,PerspectivaGenero,1
936,PerspectivaGenero,1
937,PerspectivaGenero,9
938,PerspectivaGenero,9
939,PerspectivaGenero,2
940,PerspectivaGenero,2
941,PerspectivaGenero,2
942,PerspectivaGenero,2
943,PerspectivaGenero,2
944,PerspectivaGenero,2
945,PerspectivaGenero,2
946,PerspectivaGenero,9
947,PerspectivaGenero,9
948,PerspectivaGenero,9
949,PerspectivaGenero,7
950,PerspectivaGenero,7
951,PerspectivaGenero,5
952,PerspectivaGenero,10
953,PerspectivaGenero,10
954,PerspectivaGenero,0
955,PerspectivaGenero,2
956,PerspectivaGenero,9
957,PerspectivaGenero,0
958,PerspectivaGenero,8
959,PerspectivaGenero,8
960,PerspectivaGenero,8
961,PerspectivaGenero,6
962,PerspectivaGenero,6
963,PerspectivaGenero,6
964,PerspectivaGenero,9
965,PerspectivaGenero,9
966,PerspectivaGenero,9
967,PerspectivaGenero,9
968,PerspectivaGenero,9
969,PerspectivaGenero,7
970,PerspectivaGenero,7
971,PerspectivaGenero,7
972,PerspectivaGenero,1
973,PerspectivaGenero,0
974,PerspectivaGenero,2
975,PerspectivaGenero,2
976,PerspectivaGenero,2
977,PerspectivaGenero,2
978,PerspectivaGenero,2
979,PerspectivaGenero,8
980,PerspectivaGenero,8
981,PerspectivaGenero,6
982,PerspectivaGenero,6
983,PerspectivaGenero,5
984,PerspectivaGenero,5
985,PerspectivaGenero,5
986,PerspectivaGenero,9
987,PerspectivaGenero,9
988,PerspectivaGenero,10
989,PerspectivaGenero,9
990,PerspectivaGenero,6
991,PerspectivaGenero,6
992,PerspectivaGenero,0
993,PerspectivaGenero,1
994,PerspectivaGenero,9
995,PerspectivaGenero,4
996,PerspectivaGenero,4
997,PerspectivaGenero,4
